wave,match,decision_of_partner,likes_partner,liked_by_partner,wave_condition,iid_id,partner_id,met_so_far,int_corr,same_race,same_country,age_ratio,met_before,diff_pref_attractive,diff_pref_sincere,diff_pref_intelligent,diff_pref_fun,diff_pref_ambitious,diff_pref_sharedhobbies,rating_by_partner_attractive,rating_by_partner_sincere,rating_by_partner_intelligent,rating_by_partner_fun,rating_by_partner_ambitious,rating_by_partner_sharedhobbies,rated_partner_attractive,rated_partner_sincere,rated_partner_intelligent,rated_partner_fun,rated_partner_ambitious,rated_partner_sharedhobbies
7,0,1,0.5,0.6,2,146-5,170-13,12,0.74,0,0,0.777777778,0,0.019,0.0275,0.0042,0.0042,0.0031,0.0201,5,7,7,6,6,5,6,8,8,0,0,0
7,0,1,0.8,0.7,2,146-5,171-14,13,0.55,1,0,0.805555556,0,0.0139,0.0731,0.0139,0.0139,0.0593,0.0277,6,8,9,6,7,7,8,8,8,7,0,0
7,0,0,0.1,0.6,2,146-5,172-15,14,-0.29,1,0,0.75,0,0.004,0.004,0.0404,0.0182,0.0192,0.0697,1,4,5,1,3,1,8,8,8,7,0,0
7,0,0,0.4,0.5,2,146-5,173-16,15,-0.21,1,1,0.611111111,0,0.0019,0.0019,0.0223,0.0223,0.0269,0.0752,5,6,5,5,5,4,6,8,8,8,0,0
7,0,1,0.8,0.5,2,147-6,158-1,0,-0.15,0,1,0.884615385,0,0.0105,0.0105,0.0095,0.0105,0.0648,0.0429,9,7,7,9,8,6,5,5,8,5,5,5
7,0,0,0.5,0.5,2,147-6,159-2,1,0.55,0,0,1.076923077,0,0.0209,0.0245,0.0045,0.0245,0.0464,0.0136,6,6,6,6,6,3,5,6,8,5,5,4
7,1,1,0.6,0.8,2,147-6,160-3,2,0.25,0,0,1.076923077,1,0.0209,0.0245,0.0045,0.0245,0.0464,0.0136,8,10,9,8,8,7,8,6,7,8,9,7
7,0,0,0.4,0.6,2,147-6,161-4,3,0.17,0,1,0.846153846,0,0.0133,0.0075,0.0125,0.0075,0.0275,0.0167,7,8,9,10,6,6,7,6,7,6,6,5
7,0,1,0.5,0.5,2,147-6,162-5,4,0.11,1,0,1.038461538,0,0.0278,0.0278,0.0043,0.0061,0.0296,0.0957,5,7,7,8,7,5,5,6,6,6,5,4
7,0,0,0.6,0.8,2,147-6,163-6,5,0.51,0,1,1,0,0.06,0.02,0,0.02,0,0.02,7,9,7,8,7,8,7,8,8,7,7,8
7,0,0,0.6,0.5,2,147-6,164-7,6,0.5,0,1,1.038461538,0,0.0251,0.0508,0.0051,0.0005,0.1344,0.0538,9,6,6,8,6,5,6,8,8,6,6,5
7,1,1,0.8,0.6,2,147-6,165-8,7,0.66,0,1,1.153846154,0,0.0133,0.055,0.0083,0.0075,0.035,0.0875,7,8,8,10,8,5,7,7,7,5,6,5
7,1,1,0.8,0.7,2,147-6,166-9,8,0.19,0,1,1,1,0.0978,0.0144,0.0056,0.0978,0.1322,0.0722,8,8,8,9,,,8,8,8,6,8,7
7,0,0,0.5,0.6,2,147-6,167-10,9,0.36,0,1,0.884615385,0,0.006,0.0405,0.014,0.0172,0.0028,0.0628,3,6,5,8,2,4,6,6,6,6,6,5
7,0,0,0.5,0.4,2,147-6,168-11,10,0.38,1,1,0.884615385,0,0.0689,0.0022,0.0222,0.0022,0.0178,0.0778,4,7,8,7,5,7,4,8,8,4,4,3
7,1,1,0.9,0.7,2,147-6,169-12,11,0.37,0,1,1.076923077,0,0.0022,0.02,0.0222,0.0244,0.0044,0.0333,10,8,8,9,8,,8,7,8,7,7,5
7,0,1,0.6,0.5,2,147-6,170-13,12,0.43,1,0,1.076923077,0,0.0172,0.0293,0.014,0.006,0.0205,0.0163,7,7,7,6,6,7,4,7,8,4,6,4
7,0,0,0.9,0.5,2,147-6,171-14,13,0.54,0,0,1.115384615,0,0.0157,0.0713,0.0043,0.0157,0.0357,0.0087,5,6,7,9,7,4,4,7,9,4,6,3
7,1,1,0.8,1,2,147-6,172-15,14,0.01,0,0,1.038461538,1,0.0022,0.0022,0.0222,0.02,0.0044,0.0333,8,4,,7,8,6,8,10,10,10,8,8
7,0,0,0.4,0.6,2,147-6,173-16,15,0.03,0,1,0.846153846,0,0.0037,0.0037,0.0041,0.0241,0.0033,0.0388,5,7,5,6,6,4,6,8,8,8,4,5
7,0,1,0.8,0.1,2,148-7,158-1,0,0.11,0,1,0.851851852,0,0.0396,0.0207,0.0207,0.0018,0.0935,0.0108,9,8,8,7,7,7,4,8,8,2,6,1
7,0,0,0.6,0.2,2,148-7,159-2,1,0.72,0,0,1.037037037,0,0.0082,0.0347,0.0347,0.0158,0.0751,0.0185,7,6,6,5,5,,3,8,8,2,7,1
7,0,1,0.7,0.5,2,148-7,160-3,2,-0.16,0,0,1.037037037,0,0.0082,0.0347,0.0347,0.0158,0.0751,0.0185,7,8,8,8,8,7,7,5,7,8,8,6
7,0,0,0.5,0.4,2,148-7,161-4,3,-0.19,0,1,0.814814815,0,0.0158,0.0177,0.0177,0.0012,0.0012,0.0488,6,6,8,5,7,5,5,8,8,5,5,1
7,0,1,0.6,0.8,2,148-7,162-5,4,0.11,1,0,1,0,0.0013,0.0176,0.0259,0.0148,0.0583,0.0636,6,6,7,7,6,7,6,8,8,4,9,7
7,0,0,0.7,0.8,2,148-7,163-6,5,0.58,0,1,0.962962963,0,0.0309,0.0302,0.0302,0.0113,0.0287,0.0121,8,8,8,7,6,5,7,9,9,8,8,7
7,0,0,0.6,0.4,2,148-7,164-7,6,0.38,0,1,1,0,0.0542,0.061,0.0353,0.0092,0.1631,0.0217,7,7,7,,,,4,6,7,6,7,2
7,0,1,0.8,0.1,2,148-7,165-8,7,0.8,0,1,1.111111111,0,0.0158,0.0448,0.0385,0.0012,0.0637,0.0554,8,8,9,6,9,5,6,7,6,1,5,2
7,0,1,0.8,0.7,2,148-7,166-9,8,0.09,0,1,0.962962963,1,0.1269,0.0246,0.0246,0.0891,0.1609,0.1043,8,8,8,8,8,,7,8,7,5,5,2
7,0,1,0.5,0.6,2,148-7,167-10,9,0.14,0,1,0.851851852,0,0.0351,0.0303,0.0162,0.0259,0.0259,0.0307,6,5,6,5,4,3,3,8,8,5,8,2
7,0,1,0.7,0.5,2,148-7,168-11,10,0.31,1,1,0.851851852,0,0.0398,0.008,0.008,0.0109,0.0109,0.0457,7,8,8,6,6,5,2,8,8,4,2,2
7,1,1,0.9,0.6,2,148-7,169-12,11,0.08,0,1,1.037037037,0,0.0269,0.0302,0.008,0.0331,0.0331,0.0012,9,9,9,,9,,8,8,8,5,5,2
7,0,1,0.6,0.4,2,148-7,170-13,12,0.74,1,0,1.037037037,0,0.0119,0.0395,0.0162,0.0027,0.0492,0.0158,6,6,7,5,8,5,3,8,8,4,8,1
7,0,1,0.8,0.9,2,148-7,171-14,13,0.42,0,0,1.074074074,0,0.0448,0.0611,0.0259,0.007,0.007,0.0234,7,7,7,6,8,6,4,8,8,7,8,5
7,0,1,0.6,0.9,2,148-7,172-15,14,-0.36,0,0,1,1,0.0269,0.008,0.0524,0.0113,0.0331,0.0654,7,4,6,9,8,4,7,8,8,10,10,7
7,0,0,0.5,0.7,2,148-7,173-16,15,-0.34,0,1,0.814814815,0,0.0328,0.0139,0.0343,0.0154,0.0254,0.0709,5,8,5,7,6,5,7,9,9,5,8,2
7,0,1,0.8,0.5,2,149-8,158-1,0,0.19,1,1,0.821428571,0,0.1054,0.001,0.001,0.001,0.0963,0.006,9,9,9,8,7,6,6,7,7,4,7,0
7,0,1,0.7,0.4,2,149-8,159-2,1,0.65,1,0,1,0,0.074,0.013,0.013,0.013,0.0779,0.0353,8,9,7,7,7,6,4,7,8,4,6,7
7,1,1,0.5,0.8,2,149-8,160-3,2,-0.03,0,0,1,0,0.074,0.013,0.013,0.013,0.0779,0.0353,6,9,9,6,8,,9,7,8,8,8,6
7,0,0,0.7,0.7,2,149-8,161-4,3,-0.11,1,1,0.785714286,0,0.0816,0.004,0.004,0.004,0.004,0.0656,7,6,7,5,8,7,8,6,8,8,6,8
7,0,1,0.6,0.6,2,149-8,162-5,4,0.72,0,0,0.964285714,0,0.0671,0.0393,0.0042,0.0176,0.0611,0.0468,8,6,6,7,7,5,4,8,7,4,8,0
7,0,1,0.8,0.5,2,149-8,163-6,5,0.47,1,1,0.928571429,0,0.0349,0.0085,0.0085,0.0085,0.0315,0.0289,8,8,8,7,7,6,5,6,6,4,4,4
7,0,0,0.5,0.3,2,149-8,164-7,6,0.45,1,1,0.964285714,0,0.12,0.0393,0.0136,0.012,0.1659,0.0049,6,6,6,6,,,3,7,8,3,3,3
7,0,1,0.7,0,2,149-8,165-8,7,0.15,1,1,1.071428571,0,0.0816,0.0665,0.0168,0.004,0.0665,0.0386,9,7,9,7,6,5,8,7,6,4,4,0
7,1,1,0.7,0.7,2,149-8,166-9,8,0.17,0,1,0.928571429,0,0.1927,0.0029,0.0029,0.0863,0.1637,0.1211,7,7,7,7,,,8,5,6,3,7,8
7,0,1,0.7,0.5,2,149-8,167-10,9,0.26,1,1,0.821428571,0,0.1009,0.052,0.0055,0.0287,0.0287,0.0139,6,6,6,5,4,4,4,6,7,7,5,8
7,0,0,0.6,0.4,2,149-8,168-11,10,0.13,0,1,0.821428571,0,0.026,0.0137,0.0137,0.0137,0.0137,0.0289,5,6,6,6,6,6,4,7,8,4,7,0
7,0,0,0.9,0.7,2,149-8,169-12,11,0.45,1,1,1,0,0.0927,0.0085,0.0137,0.0359,0.0359,0.0156,9,8,9,8,8,8,8,7,8,7,7,8
7,0,1,0.6,0.4,2,149-8,170-13,12,0.32,0,0,1,0,0.0777,0.0178,0.0055,0.0055,0.052,0.0326,7,7,7,6,6,6,4,8,7,4,8,0
7,1,1,0.9,0.7,2,149-8,171-14,13,0.52,1,0,1.035714286,0,0.1106,0.0828,0.0042,0.0042,0.0042,0.0402,8,7,8,6,9,10,6,8,8,6,7,0
7,1,1,0.6,0.7,2,149-8,172-15,14,-0.09,1,0,0.964285714,0,0.0927,0.0137,0.0307,0.0085,0.0359,0.0822,6,4,7,5,6,7,7,7,7,6,6,6
7,1,1,0.8,0.6,2,149-8,173-16,15,0.15,1,1,0.785714286,0,0.0986,0.0078,0.0126,0.0126,0.0282,0.0877,8,8,8,8,7,8,5,8,8,7,4,0
7,0,1,0.9,0.5,2,150-9,158-1,0,0.31,1,1,0.741935484,0,0.0705,0.0095,0.0095,0.0095,0.0448,0.0029,10,8,9,7,7,7,5,5,8,6,9,0
7,0,1,0.8,0.7,2,150-9,159-2,1,0.23,1,0,0.903225806,0,0.0391,0.0045,0.0045,0.0045,0.0264,0.0264,8,9,9,8,8,5,5,8,10,8,8,0
7,0,1,0.7,0.7,2,150-9,160-3,2,0.11,0,0,0.903225806,0,0.0391,0.0045,0.0045,0.0045,0.0264,0.0264,7,10,9,8,8,3,9,7,7,7,7,2
7,0,0,0.6,0.7,2,150-9,161-4,3,0.2,1,1,0.709677419,0,0.0467,0.0125,0.0125,0.0125,0.0475,0.0567,8,8,10,8,6,5,8,5,8,8,8,7
7,0,0,0.5,0.7,2,150-9,162-5,4,0.46,0,0,0.870967742,0,0.0322,0.0478,0.0043,0.0261,0.0096,0.0557,6,9,8,5,6,3,6,6,7,6,6,5
7,0,1,0.8,0.7,2,150-9,163-6,5,0.35,1,1,0.838709677,0,0,0,0,0,0.02,0.02,9,9,9,8,8,5,7,7,8,8,6,0
7,0,1,0.9,0.7,2,150-9,164-7,6,0.56,1,1,0.870967742,0,0.0851,0.0308,0.0051,0.0205,0.1144,0.0138,9,10,9,9,,9,8,7,6,7,6,7
7,1,1,0.8,0.7,2,150-9,165-8,7,0.1,1,1,0.967741935,0,0.0467,0.075,0.0083,0.0125,0.015,0.0475,8,10,9,8,8,7,9,8,8,7,8,0
7,0,0,0.7,0.5,2,150-9,166-9,8,0.47,0,1,0.838709677,0,0.1578,0.0056,0.0056,0.0778,0.1122,0.1122,5,7,9,8,9,,6,5,6,5,8,0
7,1,1,0.6,0.7,2,150-9,167-10,9,0.39,1,1,0.741935484,0,0.066,0.0605,0.014,0.0372,0.0228,0.0228,7,5,6,7,5,4,7,7,8,8,8,8
7,0,1,0.7,0.8,2,150-9,168-11,10,0.4,0,1,0.741935484,0,0.0089,0.0222,0.0222,0.0222,0.0378,0.0378,8,7,7,7,7,7,7,8,8,8,8,0
7,0,0,0.8,0.9,2,150-9,169-12,11,0.3,1,1,0.903225806,0,0.0578,0,0.0222,0.0444,0.0156,0.0067,7,8,9,7,9,8,9,9,9,9,9,7
7,0,1,0.6,0.8,2,150-9,170-13,12,0.15,0,0,0.903225806,0,0.0428,0.0093,0.014,0.014,0.0005,0.0237,6,7,7,7,6,7,5,6,9,6,9,3
7,0,1,0.7,0.7,2,150-9,171-14,13,0.46,1,0,0.935483871,0,0.0757,0.0913,0.0043,0.0043,0.0557,0.0313,7,9,9,7,8,5,6,7,9,6,9,0
7,0,0,0.3,0.7,2,150-9,172-15,14,0.27,1,0,0.870967742,0,0.0578,0.0222,0.0222,0,0.0156,0.0733,4,6,8,4,6,3,6,7,8,7,8,0
7,0,1,0.6,0.8,2,150-9,173-16,15,0.39,1,1,0.709677419,0,0.0637,0.0163,0.0041,0.0041,0.0233,0.0788,7,7,7,7,7,5,6,8,8,8,8,0
7,0,1,0.9,0.2,2,151-10,158-1,0,0.24,1,0,0.821428571,0,0.045,0.0269,0.0087,0.0087,0.0684,0.0207,10,8,8,9,7,6,4,5,5,1,3,1
7,0,1,0.7,0.6,2,151-10,159-2,1,0.6,1,0,1,0,0.0136,0.0409,0.0227,0.0227,0.05,0.05,8,8,7,7,7,,3,7,7,4,6,5
7,0,1,0.8,0.6,2,151-10,160-3,2,0.08,0,0,1,0,0.0136,0.0409,0.0227,0.0227,0.05,0.05,8,8,,8,7,8,8,6,8,7,7,6
7,0,1,0.8,0.9,2,151-10,161-4,3,-0.35,1,0,0.785714286,0,0.0212,0.0239,0.0057,0.0057,0.0239,0.0803,10,8,8,9,8,5,9,7,8,8,7,7
7,1,1,0.9,0.8,2,151-10,162-5,4,0.45,0,1,0.964285714,0,0.0067,0.0114,0.0139,0.0079,0.0332,0.0321,8,7,7,7,6,9,9,8,7,7,6,9
7,0,1,0.8,0.75,2,151-10,163-6,5,0.65,1,0,0.928571429,0,0.0255,0.0364,0.0182,0.0182,0.0036,0.0436,8,9,8,7,6,5,7,5,7,8,7,7
7,0,1,0.7,0.7,2,151-10,164-7,6,0.54,1,0,0.964285714,0,0.0596,0.0672,0.0233,0.0023,0.138,0.0098,9,9,7,9,,,6,8,8,5,7,8
7,0,0,0.6,0.4,2,151-10,165-8,7,0.47,1,0,1.071428571,0,0.0212,0.0386,0.0265,0.0057,0.0386,0.0239,10,9,8,10,7,3,8,5,5,4,6,5
7,0,0,0,0.5,2,151-10,166-9,8,0.49,0,0,0.928571429,0,0.1323,0.0308,0.0126,0.096,0.1358,0.1358,8,8,8,8,,,6,4,6,6,5,6
7,0,1,0.7,0.3,2,151-10,167-10,9,0.19,1,0,0.821428571,0,0.0405,0.0241,0.0042,0.019,0.0008,0.0008,8,8,5,4,3,4,6,3,6,5,4,7
7,0,1,0.8,0.4,2,151-10,168-11,10,0.36,0,0,0.821428571,0,0.0344,0.0142,0.004,0.004,0.0142,0.0142,9,8,7,7,8,7,6,3,7,4,5,4
7,0,1,0.9,0.7,2,151-10,169-12,11,0.47,1,0,1,0,0.0323,0.0364,0.004,0.0262,0.008,0.0303,9,9,9,9,8,7,7,8,7,7,7,0
7,0,1,0.7,0.4,2,151-10,170-13,12,0.67,0,0,1,0,0.0173,0.0457,0.0042,0.0042,0.0241,0.0473,8,7,7,8,7,5,3,8,8,3,7,2
7,0,1,0.8,0.5,2,151-10,171-14,13,0.33,1,0,1.035714286,0,0.0502,0.0549,0.0139,0.0139,0.0321,0.0549,9,9,8,8,7,6,5,7,6,5,7,0
7,0,1,0.6,0.7,2,151-10,172-15,14,0,1,0,0.964285714,0,0.0323,0.0142,0.0404,0.0182,0.008,0.0969,8,7,8,6,8,6,7,8,7,6,7,8
7,1,1,0.8,0.9,2,151-10,173-16,15,0.09,1,0,0.785714286,0,0.0382,0.0201,0.0223,0.0223,0.0003,0.1024,9,8,7,8,7,7,8,7,8,9,6,10
7,0,1,0.8,0.6,2,152-11,158-1,0,0.51,0,0,0.851851852,0,0.0505,0.0095,0.0095,0.0505,0.0848,0.0029,9,9,8,7,7,6,6,7,7,6,8,6
7,0,0,0.5,0.5,2,152-11,159-2,1,0.58,0,0,1.037037037,0,0.0191,0.0045,0.0045,0.0645,0.0664,0.0264,7,7,7,5,,3,4,6,5,4,0,0
7,0,0,0.5,0.6,2,152-11,160-3,2,-0.01,0,0,1.037037037,0,0.0191,0.0045,0.0045,0.0645,0.0664,0.0264,7,9,10,6,9,3,6,8,7,7,7,4
7,0,0,0.6,0.8,2,152-11,161-4,3,-0.32,0,0,0.814814815,0,0.0267,0.0125,0.0125,0.0475,0.0075,0.0567,7,10,9,6,5,2,8,8,8,8,9,9
7,0,0,0.4,0.7,2,152-11,162-5,4,0.65,1,0,1,0,0.0122,0.0478,0.0043,0.0339,0.0496,0.0557,6,7,7,5,6,4,5,6,8,7,0,8
7,0,0,0.5,0,2,152-11,163-6,5,0.62,0,0,0.962962963,0,0.02,0,0,0.06,0.02,0.02,6,8,8,6,7,5,7,8,7,7,6,8
7,1,1,0.7,0.7,2,152-11,164-7,6,0.25,0,0,1,0,0.0651,0.0308,0.0051,0.0395,0.1544,0.0138,8,9,9,,,,6,8,8,7,0,9
7,1,1,0.7,0.9,2,152-11,165-8,7,0.62,0,0,1.111111111,0,0.0267,0.075,0.0083,0.0475,0.055,0.0475,8,9,10,5,9,5,8,8,7,8,8,9
7,0,0,0.7,0.5,2,152-11,166-9,8,0.28,0,0,0.962962963,0,0.1378,0.0056,0.0056,0.1378,0.1522,0.1122,8,8,,5,,,5,5,6,5,0,7
7,1,1,0.7,0,2,152-11,167-10,9,-0.17,0,0,0.851851852,0,0.046,0.0605,0.014,0.0228,0.0172,0.0228,7,8,8,6,5,3,7,9,8,8,8,7
7,0,1,0.7,0.6,2,152-11,168-11,10,0.22,1,0,0.851851852,0,0.0289,0.0222,0.0222,0.0378,0.0022,0.0378,7,7,7,7,7,6,4,7,7,6,7,5
7,0,0,0.8,0.8,2,152-11,169-12,11,0.07,0,0,1.037037037,0,0.0378,0,0.0222,0.0156,0.0244,0.0067,10,9,8,7,8,6,8,9,9,8,8,6
7,0,0,0.4,0.6,2,152-11,170-13,12,0.63,1,0,1.037037037,0,0.0228,0.0093,0.014,0.046,0.0405,0.0237,5,7,6,5,6,5,4,6,7,6,8,0
7,0,1,0.7,0.7,2,152-11,171-14,13,0.46,0,0,1.074074074,0,0.0557,0.0913,0.0043,0.0557,0.0157,0.0313,7,7,8,5,7,4,6,7,8,8,0,8
7,0,1,0.6,0.7,2,152-11,172-15,14,0.02,0,0,1,0,0.0378,0.0222,0.0222,0.06,0.0244,0.0733,7,8,8,4,6,3,6,8,7,8,9,0
7,0,0,0.5,0.7,2,152-11,173-16,15,-0.15,0,0,0.814814815,0,0.0437,0.0163,0.0041,0.0641,0.0167,0.0788,5,5,5,5,5,5,5,8,8,6,7,7
7,0,1,0.7,0.5,2,153-12,158-1,0,0.22,0,0,0.821428571,0,0.0929,0.0046,0.0046,0.0442,0.0999,0.0278,7,9,8,6,7,6,6,6,8,6,0,0
7,1,1,0.7,0.5,2,153-12,159-2,1,0.44,0,0,1,0,0.0615,0.0094,0.0094,0.0582,0.0815,0.0571,7,7,7,6,6,5,5,5,6,8,0,5
7,0,0,0.4,0.5,2,153-12,160-3,2,0.3,0,0,1,0,0.0615,0.0094,0.0094,0.0582,0.0815,0.0571,7,9,8,6,7,2,5,6,6,6,6,0
7,0,0,0.5,0.5,2,153-12,161-4,3,0.2,0,0,0.785714286,0,0.0691,0.0076,0.0076,0.0412,0.0076,0.0874,7,9,6,6,5,3,7,7,7,7,0,6
7,0,0,0.4,0.5,2,153-12,162-5,4,0.3,1,0,0.964285714,0,0.0546,0.0429,0.0006,0.0276,0.0647,0.025,5,7,6,3,7,3,5,5,7,6,7,6
7,1,1,0.8,0.8,2,153-12,163-6,5,0.49,0,0,0.928571429,0,0.0224,0.0049,0.0049,0.0537,0.0351,0.0507,8,10,8,8,8,6,8,8,8,8,6,7
7,0,0,0.7,0.7,2,153-12,164-7,6,0.35,0,0,0.964285714,0,0.1075,0.0357,0.01,0.0332,0.1695,0.0169,7,8,8,6,,6,6,6,7,7,0,6
7,0,0,0.5,0.5,2,153-12,165-8,7,0.51,0,0,1.071428571,0,0.0691,0.0701,0.0132,0.0412,0.0701,0.0168,7,8,8,6,7,5,5,5,5,5,0,6
7,0,0,0.5,0.4,2,153-12,166-9,8,0.49,0,0,0.928571429,0,0.1802,0.0007,0.0007,0.1315,0.1673,0.1429,6,7,7,4,,,4,4,5,4,0,0
7,0,0,0.4,0.5,2,153-12,167-10,9,0.05,0,0,0.821428571,0,0.0884,0.0556,0.0091,0.0165,0.0323,0.0079,4,8,6,5,6,4,5,6,7,7,0,5
7,0,0,0.6,0.6,2,153-12,168-11,10,0.2,1,0,0.821428571,0,0.0135,0.0173,0.0173,0.0315,0.0173,0.0071,7,7,7,6,6,5,5,6,6,6,0,0
7,0,0,0.8,0.7,2,153-12,169-12,11,0.12,0,0,1,0,0.0802,0.0049,0.0173,0.0093,0.0395,0.0374,9,10,8,7,8,6,7,7,7,7,0,6
7,0,1,0.6,0.4,2,153-12,170-13,12,0.36,1,0,1,0,0.0652,0.0142,0.0091,0.0397,0.0556,0.0544,5,7,7,6,5,7,5,5,7,5,0,4
7,1,1,0.6,0.5,2,153-12,171-14,13,0.78,0,0,1.035714286,0,0.0981,0.0864,0.0006,0.0494,0.0006,0.062,6,8,8,6,7,4,6,6,7,7,7,0
7,0,0,0.4,0.6,2,153-12,172-15,14,0.29,0,0,0.964285714,0,0.0802,0.0173,0.0271,0.0537,0.0395,0.104,4,6,8,2,,1,6,5,6,6,7,0
7,0,0,0.5,0.5,2,153-12,173-16,15,0.12,0,0,0.785714286,0,0.0861,0.0114,0.009,0.0578,0.0318,0.1095,5,5,5,5,5,5,5,5,6,6,0,0
7,0,1,0.8,0.5,2,154-13,158-1,0,-0.26,1,1,0.851851852,0,0.0367,0.0174,0.0174,0.0174,0.0779,0.0109,9,9,7,8,7,6,5,8,10,5,8,7
7,0,1,0.7,0.7,2,154-13,159-2,1,0.46,1,0,1.037037037,0,0.0053,0.0314,0.0314,0.0314,0.0595,0.0402,7,8,7,7,8,6,6,8,9,8,9,5
7,0,1,0.7,0.8,2,154-13,160-3,2,0.57,0,0,1.037037037,0,0.0053,0.0314,0.0314,0.0314,0.0595,0.0402,8,8,8,7,8,7,9,9,9,9,9,9
7,1,1,0.8,0.8,2,154-13,161-4,3,0.51,1,1,0.814814815,0,0.0129,0.0144,0.0144,0.0144,0.0144,0.0705,9,9,8,9,7,6,10,8,9,9,8,6
7,0,0,0.4,0.5,2,154-13,162-5,4,-0.01,0,0,1,0,0.0016,0.0209,0.0226,0.0008,0.0427,0.0419,7,6,7,6,7,3,5,8,8,7,7,2
7,1,1,0.7,0.8,2,154-13,163-6,5,0.39,1,1,0.962962963,0,0.0338,0.0269,0.0269,0.0269,0.0131,0.0338,8,10,8,8,7,5,9,9,8,9,8,6
7,0,0,0.6,0.7,2,154-13,164-7,6,0.66,1,1,1,0,0.0513,0.0577,0.032,0.0064,0.1475,0,8,7,7,,,,7,9,9,9,7,5
7,0,0,0.5,0.5,2,154-13,165-8,7,0.46,1,1,1.111111111,0,0.0129,0.0481,0.0352,0.0144,0.0481,0.0337,10,8,8,8,10,3,7,9,7,5,5,4
7,1,1,0.7,0.8,2,154-13,166-9,8,0.52,0,1,0.962962963,1,0.124,0.0213,0.0213,0.1047,0.1453,0.126,7,7,7,7,,,9,9,9,9,9,7
7,0,1,0.6,0.8,2,154-13,167-10,9,0.71,1,1,0.851851852,0,0.0322,0.0336,0.0129,0.0103,0.0103,0.009,5,7,7,6,6,6,8,8,8,8,8,8
7,0,1,0.9,0.5,2,154-13,168-11,10,0.48,0,1,0.851851852,0,0.0427,0.0047,0.0047,0.0047,0.0047,0.024,8,8,8,8,8,8,5,9,7,5,7,5
7,1,1,1,0.8,2,154-13,169-12,11,0.6,1,1,1.037037037,0,0.024,0.0269,0.0047,0.0175,0.0175,0.0205,10,9,9,9,9,10,9,9,9,9,8,9
7,0,1,0.6,0.6,2,154-13,170-13,12,0.25,0,0,1.037037037,0,0.009,0.0362,0.0129,0.0129,0.0336,0.0375,6,6,7,5,7,7,6,10,10,5,9,6
7,1,1,0.8,0.8,2,154-13,171-14,13,0.53,1,0,1.074074074,0,0.0419,0.0644,0.0226,0.0226,0.0226,0.0451,9,7,8,8,10,5,8,9,9,8,8,8
7,1,1,0.6,0.8,2,154-13,172-15,14,0.28,1,0,1,1,0.024,0.0047,0.0491,0.0269,0.0175,0.0871,7,8,8,5,6,6,9,10,10,10,10,8
7,1,1,0.7,0.8,2,154-13,173-16,15,0.54,1,1,0.814814815,0,0.0299,0.0106,0.031,0.031,0.0098,0.0926,6,7,6,7,6,6,9,9,10,9,9,7
7,0,1,0.9,0.2,2,155-14,158-1,0,0.24,1,1,0.851851852,0,0.0396,0.0018,0.0018,0.0207,0.0746,0.0108,10,9,9,8,7,7,2,6,7,2,7,2
7,0,1,0.7,0.1,2,155-14,159-2,1,0.59,1,0,1.037037037,0,0.0082,0.0158,0.0158,0.0347,0.0562,0.0185,7,9,8,7,5,,1,4,6,3,6,2
7,0,0,0.6,0.6,2,155-14,160-3,2,0.1,0,0,1.037037037,0,0.0082,0.0158,0.0158,0.0347,0.0562,0.0185,7,8,8,8,,,7,7,6,7,6,6
7,1,1,0.7,0.7,2,155-14,161-4,3,-0.18,1,1,0.814814815,0,0.0158,0.0012,0.0012,0.0177,0.0177,0.0488,7,8,8,10,7,6,8,7,7,8,7,5
7,0,0,0.4,0.3,2,155-14,162-5,4,0.25,0,0,1,0,0.0013,0.0365,0.007,0.0041,0.0394,0.0636,6,5,3,4,7,3,2,4,6,4,6,3
7,0,0,0.7,0.6,2,155-14,163-6,5,0.54,1,1,0.962962963,0,0.0309,0.0113,0.0113,0.0302,0.0098,0.0121,8,6,6,6,6,7,6,7,6,6,5,7
7,0,0,0.7,0.8,2,155-14,164-7,6,0.44,1,1,1,0,0.0542,0.0421,0.0164,0.0097,0.1442,0.0217,5,10,8,,7,5,6,8,7,7,8,8
7,0,0,0.6,0.5,2,155-14,165-8,7,0.77,1,1,1.111111111,0,0.0158,0.0637,0.0196,0.0177,0.0448,0.0554,9,9,8,6,5,5,7,6,5,6,4,5
7,0,1,0.7,0.5,2,155-14,166-9,8,0.44,0,1,0.962962963,1,0.1269,0.0057,0.0057,0.108,0.142,0.1043,7,7,7,7,,,8,7,7,6,6,5
7,0,1,0.6,0.4,2,155-14,167-10,9,0.13,1,1,0.851851852,0,0.0351,0.0492,0.0027,0.007,0.007,0.0307,6,6,5,4,4,3,5,5,6,6,6,3
7,0,1,0.7,0.4,2,155-14,168-11,10,0.25,0,1,0.851851852,0,0.0398,0.0109,0.0109,0.008,0.008,0.0457,7,7,7,7,7,7,3,6,4,6,6,3
7,0,0,0.8,0.8,2,155-14,169-12,11,0.23,1,1,1.037037037,0,0.0269,0.0113,0.0109,0.0142,0.0142,0.0012,9,8,8,8,8,8,8,8,8,7,8,6
7,0,1,0.6,0.8,2,155-14,170-13,12,0.85,0,0,1.037037037,0,0.0119,0.0206,0.0027,0.0162,0.0303,0.0158,6,7,7,6,6,6,2,8,8,3,8,6
